"url","name","description","latitude","longitude","flg_takeout","flg_delivery","flg_sushi","flg_sabae","flg_takeoutsabae","flg_tyuuka","flg_shinyokoe","flg_genre","flg_yousyoku","flg_don","flg_nakagawa","flg_teppan","flg_izakaya","flg_wasyoku","flg_shinmei","flg_firstfood","flg_others","flg_cafe","flg_tachimachi","flg_yakiniku","flg_kitanakayama","flg_yoshikawa","flg_kawada"
"https://takeout-dish.com/sabae/yokarosushi/","すし処よかろ","地元のネタと地元のお米を使った本格的な寿司をお届けします。
お持ち帰りのメニューも豊富でリーズナブル。一度ご賞味あれ！","35.948176","136.1743613",1,1,1,1,1,,,,,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/ryo/","中華そばRyo","Ryo 人気のまぜそばをご家庭で😊調理済みタイプとお家でつくるお土産まぜそば！近日お家で作るラーメンも販売予定です。","35.9434243","136.1922513",1,,,,1,1,1,,,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/citrus/","洋食ビストロ　シトラス","フランス料理をベースに手作りにこだわった洋食やビストロ料理を楽しめるカジュアルなレストランです。","35.9442435","136.1740689",1,,,1,1,,,1,1,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/daifuku/","大福食堂","定食やおかずなど、豊富に取り揃えています！
パックでのお持ち帰り。
ご自宅からお皿やどんぶりをご持参いただいたら、うどんなどの汁物もお持ち帰りいただけます。","35.943347","136.1839853",1,,,1,1,,,,,1,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/sakura/","お好処　さくら","お好焼、たこ焼、たい焼がおいしいと評判の店です
お好焼、丼物は30分前に注文お願いします","35.948583","136.2175233",1,,,,1,,,1,,,1,1,,,,,,,,,,,
"https://takeout-dish.com/sabae/akiyoshisabae/","秋吉 鯖江店","テイクアウト頑張って営業してます。お電話お待ちしてます。","35.9427224","136.1908616",1,,,,1,,1,,,,,,1,,,,,,,,,,
"https://takeout-dish.com/sabae/takenouchi/","喜酒とUMAMI たけのうち","たけのうち名物料理お持ち帰り始めました。
夕食のメイン、おかず、おつまみなど
お子様も食べれるメニューを豊富にご用意しております。
一品からでもご注文承っておりますので
お電話、心よりお待ちしております。","35.9428445","136.1953955",1,,,,1,,1,,,,,,1,1,,,,,,,,,
"https://takeout-dish.com/sabae/atariya/","当り矢","創業80年。
当時から続く出前メニューに、居酒屋メニューをプラスして、一品メニューやオードブル、お客様のご要望に最大限お応えします。
丼物から麺物、お弁当、なんでもござれ！","35.972426","136.1779963",1,1,,,1,,,,,1,,,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/meshibalcloud/","めしばるくらうど","当店のおすすめであるスパイスカレー丼は、スパイスから作った大人な味の手作りカレーです。
また、ピザの生地、ソースはいちから手作りしています、ここでしか食べれない自慢のメニューをぜひお試しください。

コロナウィルス対策として徹底的な換気、アルコール消毒、手袋、マスクを使用して、お客様に安心して受け取りに来て頂けるように努力しています。
","35.926782","136.191088",1,,,,1,,,,1,,,,,,,1,1,,,,,,
"https://takeout-dish.com/sabae/8banshinmei/","8番らーめん神明店","お家でお店と同じ味が楽しめます。","35.9611267","136.1674808",1,,,,1,1,,,,,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/8banhigashisabae/","8番らーめん鯖江東店","お家でお店と同じ味が楽しめます。","35.9611267","136.1674808",1,,,1,1,1,,,,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/8bansabae/","８番らーめん鯖江店","お店と同じ味をご家庭でもお召し上がりいただけます。","35.9445716","136.1770904",1,,,1,1,1,,,,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/poca-pocca/","Poca pocca","地場野菜、無農薬野菜をふんだんに使って、体にやさしいお料理を提供しております。","35.9609624","136.1836145",1,1,,,1,,,,,1,,,,,1,,,1,,,,,
"https://takeout-dish.com/sabae/marubakery/","丸ベーカリー","鯖江駅前ビルにあるパン屋です。
営業時間は7:00〜18:00、
定休日は毎週 水曜日＋不定休(HPにてお知らせしております)

朝一番には、クロワッサン、惣菜パンが焼き上がり、15:30頃に食パンが焼き上がります。
食パンは、国産小麦粉 １００％を使用しており、小麦粉の美味しさを充分に味わって頂く為に、シンプルな製法で仕上げています。
他にも、フルーツのデニッシュ、ピザぱんなどご用意しています。
ご来店、お待ちしております！","35.9428402","136.1858029",1,,,1,1,,,,,,,,,,,,,1,,,,,
"https://takeout-dish.com/sabae/candle/","珈琲レストラン　キャンドル","長年地元で愛されるキャンドルの味を、ご家庭でもお楽しみ下さい！","35.9596564","136.1713255",1,,,,1,,,,1,,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/warabe/","風の街わらべ 鯖江店","特別企画！お持ち帰り20%off
本場大阪の味をご家庭、オフィスでご賞味下さい。ご注文は1品からでもOK!","35.9705203","136.1730109",1,,,,1,,,,,,,1,,,1,,,,,,,,
"https://takeout-dish.com/sabae/temana/","ごはんや Temana","Temanaのランチをおうちで🎵
テマヒマかけて、すべて手作り。美味しいご飯をお弁当に🎶
おひとつからでもお気軽にご注文いただけます。いかがですか🎵","35.9794378","136.1808903",1,1,,,1,,,,,1,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/houraien/","豊萊園（ほうらいえん）","餃子が人気の中華料理店です。単品料理やオードブルなどのお持ち帰りもやってますので是非ご利用くださいませ。","35.9371928","136.1336357",1,,,,1,1,,,,,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/juraku/","beuty&cafe JURAKU","ランチBOXをはじめ人気のパフェやシェイク、スムージー❤️5月末までパリパリいちご飴も販売しています😊🍓
","35.9664018","136.1858904",1,,,,1,,,,1,1,1,,,,,,,1,,,,,
"https://takeout-dish.com/sabae/yoshida/","お食事処よしだ","カツ丼・ラーメン・オムライスなど、懐かしい味をご賞味ください。出前も承ります。","35.940689","136.1749113",,1,,1,1,,,,,1,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/regalo/","caffe il REGALO レガーロ","吉江町にあるイタリアンカフェのお店。
お弁当や本格パリパリピッツァ、オードヴル盛り合わせなど、ご用意しております！
お気軽にお問い合わせください！","35.9845213","136.1726973",1,,,,1,,,,1,,,,,,,,,1,1,,,,
"https://takeout-dish.com/sabae/ankado/","菓子処 安価堂","季節の旬を味わえる、手作り和菓子専門店です。","35.9688033","136.1933973",1,,,,1,,,1,,,,,,,1,,,1,,,,,
"https://takeout-dish.com/sabae/toriyume/","鳥夢","自家製秘伝のタレにこだわっています。","35.9325075","136.1772462",1,,,1,1,,,,,1,,,1,,,,,,,,,,
"https://takeout-dish.com/sabae/komedacoffee/","コメダ珈琲店　鯖江店","美味しいコーヒーやボリューム大満足で美味しいバーガーシリーズ、サンドイッチ、カツシリーズがご自宅で楽しめます！
珈琲豆も各種ご用意しておりますので是非、ご利用下さい！","35.9778027","136.1806145",1,,,,1,,,,,,,,,,1,1,,1,,,,,
"https://takeout-dish.com/sabae/sorriso/","タベルナ ソリッゾ","リーズナブル＆気軽にイタリアンをテイクアウト！","35.9478566","136.1745923",1,,,1,1,,,1,1,,,,,,,,,1,,,,,
"https://takeout-dish.com/sabae/nishiyamatei/","鉄板焼にしやま亭","お好み焼きは表面パリッ中身フワッの二つの食感。ステーキはランチで人気のステーキ丼にもできます。
よそでは味わえない鉄板焼屋ならではのお好み焼きをお試しください。","35.952765","136.1815993",1,,,1,1,,,,,,,1,,,,,,,,1,,,
"https://takeout-dish.com/sabae/gattanera/","GATTA NERA","地元の新鮮な海の幸、豊富な山の幸をふんだんに使ったレストランならではの味を自宅でもお楽しみください。","35.9776497","136.179139",1,,,,1,,,,1,,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/tokinokura/","ときの蔵","天のしずく地の恵み「ときの蔵」。お持ち帰り、宅配始めました。
ホームパーティー、お誕生日祝い、入学祝い、会議、会合などにいかがでしょうか。
皆様のご予約、心よりお待ちしております。","35.9428148","136.1955817",1,1,,,1,,1,,,1,,,1,1,,,,,,,,,
"https://takeout-dish.com/sabae/miroku/","そば処  みろく","創業35年、開店当初からの定番メニューで、ひょうたん定食が根強い人気メニューです。
蕎麦は、当店  自家打ちニ八蕎麦です。
","35.9720943","136.1759933",,1,,,1,,,,,1,,,,1,1,,,,,,,,
"https://takeout-dish.com/sabae/sugimoto/","旬肴すぎもと","ご飯のおかずから、おつまみ、お弁当など、各種取り揃えています。
【新鮮海の幸/刺身・焼き魚・干物・天麩羅/日本酒・地酒/懐石料理/各種宴会/仕出し弁当・オードブル・松花堂弁当/居酒屋】","35.9522394","136.2418564",1,1,,,1,,,,,1,,,1,1,,,,,,,1,,
"https://takeout-dish.com/sabae/cocos/","ファミリーレストラン ココス鯖江店","テイクアウト商品をただいま全品15％ＯＦＦにてご利用いただけます。（4月30日終了予定）","35.9686667","136.1883613",1,,,,1,,,1,1,1,1,,,1,,,,,,1,,,
"https://takeout-dish.com/sabae/nagato/","越前そば ながと","福井名物ソ―スカツ丼おろしそばをどうぞ。","35.9414815","136.1895144",1,,,1,1,,,1,,1,,,,1,,,,,,,,,
"https://takeout-dish.com/sabae/ajimiya/","味見屋","鶴瓶さんからご好評をいただいた醤油カツ丼。一度ご賞味ください。
『味見屋』の醤油カツ丼は、ご飯の上に千切りキャベツ、カツ、大根おろし、ネギ、かつおぶし、水菜を盛り付け、醤油カツ丼の生みの親、大野『野村醤油』製の醤油ダレをかけた一品です。
他のお店と違うのは、大きな半熟卵のフライがのっていること！ 半熟の黄身が醤油カツと絡み合い、まろやかな味わいにしてくれます。
出前も承っております。","35.94606","136.1830073",1,1,,1,1,1,,,1,1,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/shiro/","shiro（焼肉橙DAIDAI）","我が家で食べていたタイ料理、お店の味を会社、ご自宅で。
","35.949704","136.1663123",1,1,,,1,,,,,1,,,,,,,,,,1,,1,
"https://takeout-dish.com/sabae/serene/","お好みハウス　セレネ","お好み焼き、もんじゃ焼き、鉄板焼その他のメニュー豊富なアットホームなお店です。
","35.941394","136.1866163",1,,,1,1,,,1,,,,1,1,,,,,,,,,,
"https://takeout-dish.com/sabae/sepia/","グリルセピア","鯖江の洋食レストラン・グリルセピアは知る人ぞ知る洋食の名店。ステーキにこだわり続けたシェフの手料理で、お子様ランチから本格ステーキまで、一度ご賞味ください。","35.9672856","136.1786051",1,1,,,1,,,,1,1,,,,,1,,,,,1,,,
"https://takeout-dish.com/sabae/nakamatsu/","料亭 中松","料亭の手作りお弁当をお届けいたします。","35.944486","136.1850133",1,1,,1,1,,,,,1,,,,1,,,,,,,,,
"https://takeout-dish.com/sabae/misonohanten/","御園飯店","創業昭和47年。年間来店者数4万人以上！年間20万個売れる名物焼き餃子をはじめ、進化形チャーハンの絶品スぺ天、ボリューム満点デカうま骨付き唐揚げなど、100種以上のメニューがテイクアウト可能。
また、冷凍食品などのお取り寄せも販売中！さらに、企業、団体、店舗など場所の特定ができ、距離が配達可能エリアならば出前もします！もちろん出前料金は頂きません！！
そして・・・テイクアウト等でご来店していただいたお客様にはただ今期間限定で次回使える餃子券をプレゼントしています。ぜひぜひ当店のテイクアウトご利用ください。※4/19(日)まで営業を自粛しております。4/20(月)より通常予定です。","35.2333367","135.6741752",1,1,,,1,1,,,,,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/bakunosumumori/","獏の棲む森","お弁当に加えて、店内メニューのテイクアウトも可能となっております。
また当店ホームページ上で『コロナに負けるな！』キャンペーン実施中です。そちらも御覧ください。","35.945402","136.1927293",1,1,,,1,,1,1,1,1,,1,1,,,,,,,1,,,
"https://takeout-dish.com/sabae/ushio/","スシハウス潮（うしお）","美味しい物を食べたくなったら、ぜひ潮へお越しください。","35.9797237","136.1808992",1,,1,,1,,,,,,,,1,1,1,,,,,,,,
"https://takeout-dish.com/sabae/isamuzushi/","勇寿し","旬の近海天然物を中心に提供させて頂いております。
","35.943325","136.1841962",1,,1,1,1,,,,,,,,,1,,,,,,,,,
"https://takeout-dish.com/sabae/fujiyakaikan/","富士屋会館　restaurant＆cafe fuji","お店をそのままテイクアウト！ご家庭に活気、笑顔を！それが飲食店のつとめです！
","35.945436","136.1777503",1,,,1,1,,,,1,1,,,,1,,,,1,,1,,,
"https://takeout-dish.com/sabae/honano/","coffee shop HONANO","自家焙煎珈琲のお店です。
","35.9372247","136.1856068",1,1,,1,1,,,,,,,,,,,,,1,,,,,
"https://takeout-dish.com/sabae/kankichi/","かんきち鯖江店","市場直送の鮮魚を使った美味しいお寿司が自慢です。","35.9710181","136.174029",1,,1,,1,,,,,,,,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/hoyattei/","山うに屋　ほやっ亭","当店では、河和田の伝統薬味『山うに』と、トロトロたこ焼きの絶妙なハーモニーがお楽しみいただけます。
また、4月11日（予定）より河和田げんき焼き(大判焼きと山うにのハーモニー、味4種)も新発売予定です！どうぞお楽しみに‼️","35.948647","136.2703694",1,,,,1,,,,,,,1,,,,1,,,,,,,1
"https://takeout-dish.com/sabae/kamakura/","釜めし専門店　釜蔵","福井県産コシヒカリ100％と旬の素材を活かした釜めしの専門店です。新鮮な日本海の食材を知り尽くした職人が、ご注文を頂いてから、一人前ずつじっくり炊き上げます。
ソースカツ丼、おろしそばなどの福井の味も楽しめます。","35.9478298","136.1908546",1,1,,1,1,,,,,1,,,,1,,,,,,,,,
"https://takeout-dish.com/sabae/marukome/","三六酒場まるこめ","一押しのまるこめ餃子、串焼き盛り３０本盛り、オリジナルオードブルでお家でハッピー♪
","35.972045","136.1758801",1,1,,,1,,,,,,,,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/mikinoya/","みきのや","お店で提供しているお酒に合うツマミをご自宅でお楽しみいただけます。家族で食べるオードブル。刺身の盛り合わせ。おひとり用のお弁当もご用意しています。晩酌セットはメニューの中からどれを選んでも3つで税込1600円でご提供しますので、軽くつまみたい時に良ければご利用下さい。","35.985512","136.1804621",1,,,,1,,,,,1,,,1,1,,,,,1,,,,
"https://takeout-dish.com/sabae/miichan/","居酒屋みーちゃん","ご家庭で居酒屋みーちゃん気分を楽しんでください。
","35.9445363","136.1739723",1,,,1,1,,,,,,,,1,,,,,,,,,,
"https://takeout-dish.com/sabae/sabaecityhotel/","サバエ・シティーホテル","今までのお弁当からレストランで人気のものまで揃えました。おうちでもホテルの味を是非楽しんで下さい。
","35.9471444","136.1791612",1,,,1,1,,,,1,1,,,,1,,,,,,1,,,
"https://takeout-dish.com/sabae/botejyu/","ぼてじゅう","お好み焼き界のパイオニア“ぼてじゅう”キャベツだけじゃない！ 玉ねぎ、茄子など地元野菜を使った新しいお好み焼きもおすすめです♪","35.9706986","136.178982",1,,,,1,,,,,,,1,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/kyuryuhanten/","九龍飯店","お店のお料理をお家でどうぞ。ほとんどの単品料理、オードブル、お弁当などさまざまに対応しています。","35.944646","136.1740393",1,,,1,1,1,,,,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/toudeya/","御殿 當田屋","ご自宅でちょっと贅沢しませんか？
老舗料亭のお弁当を是非ご賞味ください。 ご予算やメニューなど、できる限りのご要望お聞き致しますのでお気軽にお問い合わせください。
","35.945152","136.1822723",1,,,1,1,,,,,1,,,,1,,,,,,,,,